producto,ciudad,fecha_venta,cantidad_vendida,precio_venta,descuento_pct,stock_disponible,margen_ganancia,promocion,dias_hasta_vencimiento,tiene_promocion,ratio_venta_stock,es_fin_semana,anio,mes,dia,dia_semana,trimestre,prediccion_demanda
Yogurt 1L,Cali,2026-01-01,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,1,3,1,9.029482
Yogurt 1L,Cali,2026-01-02,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,2,4,1,9.029482
Yogurt 1L,Cali,2026-01-03,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,3,5,1,9.029482
Yogurt 1L,Cali,2026-01-04,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,4,6,1,9.029482
Yogurt 1L,Cali,2026-01-05,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,5,0,1,9.029482
Yogurt 1L,Cali,2026-01-06,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,6,1,1,9.029482
Yogurt 1L,Cali,2026-01-07,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,7,2,1,9.029482
Yogurt 1L,Cali,2026-01-08,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,8,3,1,9.029482
Yogurt 1L,Cali,2026-01-09,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,9,4,1,9.029482
Yogurt 1L,Cali,2026-01-10,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,10,5,1,9.029482
Yogurt 1L,Cali,2026-01-11,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,11,6,1,9.029482
Yogurt 1L,Cali,2026-01-12,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,12,0,1,9.029482
Yogurt 1L,Cali,2026-01-13,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,13,1,1,9.029482
Yogurt 1L,Cali,2026-01-14,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,14,2,1,9.029482
Yogurt 1L,Cali,2026-01-15,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,15,3,1,9.029482
Yogurt 1L,Cali,2026-01-16,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,16,4,1,9.029482
Yogurt 1L,Cali,2026-01-17,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,17,5,1,9.029482
Yogurt 1L,Cali,2026-01-18,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,18,6,1,9.029482
Yogurt 1L,Cali,2026-01-19,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,19,0,1,9.029482
Yogurt 1L,Cali,2026-01-20,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,20,1,1,9.029482
Yogurt 1L,Cali,2026-01-21,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,21,2,1,9.029482
Yogurt 1L,Cali,2026-01-22,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,22,3,1,9.029482
Yogurt 1L,Cali,2026-01-23,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,23,4,1,9.029482
Yogurt 1L,Cali,2026-01-24,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,24,5,1,9.029482
Yogurt 1L,Cali,2026-01-25,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,1,2026,1,25,6,1,9.029482
Yogurt 1L,Cali,2026-01-26,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,26,0,1,9.029482
Yogurt 1L,Cali,2026-01-27,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,27,1,1,9.029482
Yogurt 1L,Cali,2026-01-28,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,28,2,1,9.029482
Yogurt 1L,Cali,2026-01-29,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,29,3,1,9.029482
Yogurt 1L,Cali,2026-01-30,0,5803.889546351084,0.1708086785009862,9.084812623274162,11006.46507051315,Sin promoción,30,0,0,0,2026,1,30,4,1,9.029482
Manzana kg,Medellín,2026-01-01,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,1,3,1,8.029629
Manzana kg,Medellín,2026-01-02,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,2,4,1,8.029629
Manzana kg,Medellín,2026-01-03,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,3,5,1,8.029629
Manzana kg,Medellín,2026-01-04,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,4,6,1,8.029629
Manzana kg,Medellín,2026-01-05,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,5,0,1,8.029629
Manzana kg,Medellín,2026-01-06,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,6,1,1,8.029629
Manzana kg,Medellín,2026-01-07,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,7,2,1,8.029629
Manzana kg,Medellín,2026-01-08,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,8,3,1,8.029629
Manzana kg,Medellín,2026-01-09,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,9,4,1,8.029629
Manzana kg,Medellín,2026-01-10,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,10,5,1,8.029629
Manzana kg,Medellín,2026-01-11,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,11,6,1,8.029629
Manzana kg,Medellín,2026-01-12,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,12,0,1,8.029629
Manzana kg,Medellín,2026-01-13,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,13,1,1,8.029629
Manzana kg,Medellín,2026-01-14,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,14,2,1,8.029629
Manzana kg,Medellín,2026-01-15,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,15,3,1,8.029629
Manzana kg,Medellín,2026-01-16,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,16,4,1,8.029629
Manzana kg,Medellín,2026-01-17,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,17,5,1,8.029629
Manzana kg,Medellín,2026-01-18,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,18,6,1,8.029629
Manzana kg,Medellín,2026-01-19,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,19,0,1,8.029629
Manzana kg,Medellín,2026-01-20,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,20,1,1,8.029629
Manzana kg,Medellín,2026-01-21,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,21,2,1,8.029629
Manzana kg,Medellín,2026-01-22,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,22,3,1,8.029629
Manzana kg,Medellín,2026-01-23,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,23,4,1,8.029629
Manzana kg,Medellín,2026-01-24,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,24,5,1,8.029629
Manzana kg,Medellín,2026-01-25,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,1,2026,1,25,6,1,8.029629
Manzana kg,Medellín,2026-01-26,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,26,0,1,8.029629
Manzana kg,Medellín,2026-01-27,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,27,1,1,8.029629
Manzana kg,Medellín,2026-01-28,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,28,2,1,8.029629
Manzana kg,Medellín,2026-01-29,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,29,3,1,8.029629
Manzana kg,Medellín,2026-01-30,0,5402.567134268537,0.1653306613226453,8.97194388777555,10117.324577459498,Sin promoción,30,0,0,0,2026,1,30,4,1,8.029629
Manzana kg,Cali,2026-01-01,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,1,3,1,9.029482
Manzana kg,Cali,2026-01-02,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,2,4,1,9.029482
Manzana kg,Cali,2026-01-03,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,3,5,1,9.029482
Manzana kg,Cali,2026-01-04,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,4,6,1,9.029482
Manzana kg,Cali,2026-01-05,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,5,0,1,9.029482
Manzana kg,Cali,2026-01-06,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,6,1,1,9.029482
Manzana kg,Cali,2026-01-07,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,7,2,1,9.029482
Manzana kg,Cali,2026-01-08,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,8,3,1,9.029482
Manzana kg,Cali,2026-01-09,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,9,4,1,9.029482
Manzana kg,Cali,2026-01-10,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,10,5,1,9.029482
Manzana kg,Cali,2026-01-11,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,11,6,1,9.029482
Manzana kg,Cali,2026-01-12,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,12,0,1,9.029482
Manzana kg,Cali,2026-01-13,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,13,1,1,9.029482
Manzana kg,Cali,2026-01-14,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,14,2,1,9.029482
Manzana kg,Cali,2026-01-15,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,15,3,1,9.029482
Manzana kg,Cali,2026-01-16,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,16,4,1,9.029482
Manzana kg,Cali,2026-01-17,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,17,5,1,9.029482
Manzana kg,Cali,2026-01-18,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,18,6,1,9.029482
Manzana kg,Cali,2026-01-19,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,19,0,1,9.029482
Manzana kg,Cali,2026-01-20,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,20,1,1,9.029482
Manzana kg,Cali,2026-01-21,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,21,2,1,9.029482
Manzana kg,Cali,2026-01-22,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,22,3,1,9.029482
Manzana kg,Cali,2026-01-23,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,23,4,1,9.029482
Manzana kg,Cali,2026-01-24,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,24,5,1,9.029482
Manzana kg,Cali,2026-01-25,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,1,2026,1,25,6,1,9.029482
Manzana kg,Cali,2026-01-26,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,26,0,1,9.029482
Manzana kg,Cali,2026-01-27,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,27,1,1,9.029482
Manzana kg,Cali,2026-01-28,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,28,2,1,9.029482
Manzana kg,Cali,2026-01-29,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,29,3,1,9.029482
Manzana kg,Cali,2026-01-30,0,5404.06420233463,0.16206225680933853,9.052529182879377,10207.04136632024,Sin promoción,30,0,0,0,2026,1,30,4,1,9.029482
Galletas,Bogotá,2026-01-01,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,1,3,1,9.029482
Galletas,Bogotá,2026-01-02,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,2,4,1,9.029482
Galletas,Bogotá,2026-01-03,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,3,5,1,9.029482
Galletas,Bogotá,2026-01-04,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,4,6,1,9.029482
Galletas,Bogotá,2026-01-05,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,5,0,1,9.029482
Galletas,Bogotá,2026-01-06,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,6,1,1,9.029482
Galletas,Bogotá,2026-01-07,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,7,2,1,9.029482
Galletas,Bogotá,2026-01-08,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,8,3,1,9.029482
Galletas,Bogotá,2026-01-09,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,9,4,1,9.029482
Galletas,Bogotá,2026-01-10,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,10,5,1,9.029482
Galletas,Bogotá,2026-01-11,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,11,6,1,9.029482
Galletas,Bogotá,2026-01-12,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,12,0,1,9.029482
Galletas,Bogotá,2026-01-13,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,13,1,1,9.029482
Galletas,Bogotá,2026-01-14,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,14,2,1,9.029482
Galletas,Bogotá,2026-01-15,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,15,3,1,9.029482
Galletas,Bogotá,2026-01-16,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,16,4,1,9.029482
Galletas,Bogotá,2026-01-17,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,17,5,1,9.029482
Galletas,Bogotá,2026-01-18,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,18,6,1,9.029482
Galletas,Bogotá,2026-01-19,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,19,0,1,9.029482
Galletas,Bogotá,2026-01-20,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,20,1,1,9.029482
Galletas,Bogotá,2026-01-21,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,21,2,1,9.029482
Galletas,Bogotá,2026-01-22,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,22,3,1,9.029482
Galletas,Bogotá,2026-01-23,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,23,4,1,9.029482
Galletas,Bogotá,2026-01-24,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,24,5,1,9.029482
Galletas,Bogotá,2026-01-25,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,1,2026,1,25,6,1,9.029482
Galletas,Bogotá,2026-01-26,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,26,0,1,9.029482
Galletas,Bogotá,2026-01-27,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,27,1,1,9.029482
Galletas,Bogotá,2026-01-28,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,28,2,1,9.029482
Galletas,Bogotá,2026-01-29,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,29,3,1,9.029482
Galletas,Bogotá,2026-01-30,0,3390.818565400844,0.16413502109704642,9.059071729957806,6499.876772922056,Sin promoción,30,0,0,0,2026,1,30,4,1,9.029482
Atún Lata,Bucaramanga,2026-01-01,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,1,3,1,8.029629
Atún Lata,Bucaramanga,2026-01-02,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,2,4,1,8.029629
Atún Lata,Bucaramanga,2026-01-03,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,1,2026,1,3,5,1,8.029629
Atún Lata,Bucaramanga,2026-01-04,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,1,2026,1,4,6,1,8.029629
Atún Lata,Bucaramanga,2026-01-05,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,5,0,1,8.029629
Atún Lata,Bucaramanga,2026-01-06,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,6,1,1,8.029629
Atún Lata,Bucaramanga,2026-01-07,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,7,2,1,8.029629
Atún Lata,Bucaramanga,2026-01-08,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,8,3,1,8.029629
Atún Lata,Bucaramanga,2026-01-09,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,0,2026,1,9,4,1,8.029629
Atún Lata,Bucaramanga,2026-01-10,0,5104.820675105485,0.15021097046413504,8.959915611814345,9704.073864858065,Sin promoción,30,0,0,1,2026,1,10,5,1,8.029629
